	Hero_ID	Last Played	Games	Win	With Games	With win	Against Games	Against Win	Player ID
185	65	1528474195	2	2	9	4	7	4	411975367
186	5	1525894216	2	0	47	22	68	27	411975367
187	4	1528229383	2	1	77	40	68	27	411975367
188	95	1528302298	2	0	26	15	43	20	411975367
189	52	1528035910	2	1	6	0	11	5	411975367
190	6	1535333716	1	1	89	44	77	34	411975367
191	48	1542394283	1	0	60	28	45	22	411975367
192	78	1520793738	1	0	3	1	9	3	411975367
193	29	1489994529	1	1	17	8	29	10	411975367
194	80	1535223539	1	0	5	2	11	9	411975367
195	37	1493820676	1	0	11	4	19	7	411975367
196	13	1513166682	1	0	11	4	17	9	411975367
197	39	1512916193	1	0	21	5	36	17	411975367
198	110	1513520856	1	1	15	7	27	13	411975367
199	1	1514056187	1	0	80	39	97	42	411975367
200	108	1525633944	1	1	15	5	17	6	411975367
201	42	1502564552	1	1	55	26	62	29	411975367
202	71	1513954661	1	0	48	24	54	23	411975367
203	89	1535564853	1	0	6	3	16	7	411975367
204	90	1515770527	1	1	21	10	33	19	411975367
205	91	1515353415	1	0	6	1	11	6	411975367
206	43	1535317491	1	0	18	10	18	8	411975367
207	15	1528234891	1	1	10	6	20	11	411975367
208	94	1535570748	1	0	47	21	43	25	411975367
209	16	1525636421	1	0	17	10	51	24	411975367
210	111	1541885191	1	0	6	2	8	4	411975367
211	98	1513947774	1	0	13	4	41	23	411975367
212	55	0	0	0	9	4	6	4	411975367
213	97	0	0	0	28	16	34	18	411975367
214	88	0	0	0	23	11	32	17	411975367
215	82	0	0	0	11	5	35	17	411975367
216	66	0	0	0	5	3	1	0	411975367
217	2	0	0	0	79	41	96	47	411975367
218	59	0	0	0	30	10	44	21	411975367
219	57	0	0	0	20	8	22	6	411975367
220	106	0	0	0	25	14	28	14	411975367
221	107	0	0	0	10	4	16	8	411975367
222	92	0	0	0	4	1	4	3	411975367
223	46	0	0	0	18	11	27	15	411975367
224	40	0	0	0	29	9	35	12	411975367
225	34	0	0	0	52	21	70	37	411975367
226	31	0	0	0	32	10	26	12	411975367
227	113	0	0	0	5	3	11	7	411975367
228	17	0	0	0	43	17	73	37	411975367
229	119	0	0	0	17	5	41	15	411975367
230	3	0	0	0	13	6	21	11	411975367
231	121	0	0	0	15	8	17	8	411975367
232	8	1543338444	275	163	449	229	577	276	257288601
233	11	1541867349	164	84	431	218	465	233	257288601
234	26	1543683788	136	74	376	180	383	195	257288601
235	39	1543507751	113	41	205	85	210	123	257288601
236	22	1541620098	103	59	273	146	330	141	257288601
237	47	1541586161	101	44	139	82	161	82	257288601
238	99	1540485119	92	54	239	112	293	163	257288601
239	35	1540840617	86	40	488	227	654	315	257288601
240	21	1541345367	82	36	392	178	470	256	257288601
241	41	1543657086	79	40	239	121	282	149	257288601
242	73	1541961045	76	37	227	100	256	130	257288601
243	104	1540247324	74	40	510	233	617	325	257288601
244	1	1543697963	70	32	423	209	512	259	257288601
245	72	1533478760	64	30	113	46	101	57	257288601
246	25	1543669400	64	31	209	94	221	107	257288601
247	49	1538899599	59	27	105	54	141	74	257288601
248	30	1541106669	58	32	158	79	206	93	257288601
249	56	1540197114	58	31	122	63	155	85	257288601
250	71	1540584065	55	30	208	112	252	125	257288601
251	44	1543689581	55	34	549	268	719	354	257288601
252	36	1541965616	55	25	262	136	283	128	257288601
253	48	1538858711	54	32	144	81	196	91	257288601
254	6	1540134792	54	26	293	153	358	174	257288601
255	7	1540575280	52	26	473	223	519	267	257288601
256	67	1539711271	51	37	261	158	335	137	257288601
257	17	1540676843	51	17	182	86	212	109	257288601
258	20	1540329012	49	23	157	88	214	109	257288601
259	100	1537205626	49	23	127	50	166	82	257288601
260	84	1532257626	49	29	213	116	293	118	257288601
261	54	1540727893	49	27	182	79	252	138	257288601
262	76	1542576515	48	16	129	67	185	100	257288601
263	42	1542582471	48	26	207	132	286	111	257288601
264	4	1541616095	48	26	225	112	287	144	257288601
265	12	1541540028	45	15	133	73	189	104	257288601
266	53	1543694186	44	11	140	52	199	106	257288601
267	16	1532960054	44	17	145	66	205	108	257288601
268	32	1543743231	44	21	320	172	346	158	257288601
269	9	1543763806	44	25	458	227	575	267	257288601
270	23	1535829508	43	17	178	82	230	108	257288601
271	2	1542585104	43	23	272	139	368	168	257288601
272	63	1540312280	42	20	162	83	183	92	257288601
273	109	1543760894	42	19	81	33	98	45	257288601
274	88	1540156934	41	23	120	57	147	78	257288601
275	93	1543645497	40	16	384	184	466	228	257288601
276	102	1541577698	40	28	83	51	120	51	257288601
277	29	1540059707	40	18	105	51	137	66	257288601
278	19	1536434347	39	19	160	79	201	105	257288601
279	62	1525607942	39	23	199	94	213	107	257288601
280	5	1532123653	39	22	272	138	327	163	257288601
281	94	1536948950	37	15	143	61	183	88	257288601
282	28	1537010016	37	21	273	146	350	157	257288601
283	87	1531413797	36	26	108	55	120	65	257288601
284	69	1540319320	36	17	69	31	74	38	257288601
285	108	1537120729	35	19	57	35	56	26	257288601
286	85	1528123236	35	22	56	30	95	36	257288601
287	40	1535648900	34	20	76	36	120	56	257288601
288	57	1534601685	34	15	151	82	206	79	257288601
289	18	1541957060	34	18	278	146	379	186	257288601
290	75	1536859695	33	21	173	97	289	131	257288601
291	98	1539942847	32	12	144	67	176	95	257288601
292	81	1541003660	32	15	107	52	133	63	257288601
293	31	1532625958	32	19	87	47	89	43	257288601
294	86	1540250539	32	19	203	79	273	144	257288601
295	50	1538224699	32	17	135	75	166	82	257288601
296	10	1503307117	32	12	126	42	148	85	257288601
297	96	1541341229	31	17	87	49	121	52	257288601
298	27	1542551127	31	20	161	77	207	104	257288601
299	78	1540211759	30	22	27	8	28	17	257288601
300	14	1541543736	30	11	841	452	927	406	257288601
301	43	1526993702	29	10	57	30	83	43	257288601
302	51	1538258753	29	12	80	36	108	54	257288601
303	52	1534918020	28	8	48	22	42	19	257288601
304	77	1540315986	28	15	41	22	58	31	257288601
305	59	1542570181	28	13	122	71	156	82	257288601
306	80	1543510947	27	10	34	14	53	30	257288601
307	83	1531156312	27	17	67	31	78	38	257288601
308	64	1530296191	27	15	105	52	132	58	257288601
309	37	1530451343	26	12	58	31	92	34	257288601
310	15	1533991021	25	11	60	34	78	51	257288601
311	113	1543335106	25	7	36	15	54	22	257288601
312	95	1541373070	24	15	104	57	131	68	257288601
313	45	1533487813	24	12	74	36	83	43	257288601
314	60	1528996946	24	12	80	38	100	51	257288601
315	112	1528212293	24	11	93	49	112	61	257288601
316	101	1540665969	23	12	64	27	129	67	257288601
317	13	1536856748	23	10	99	42	127	78	257288601
318	38	1538328239	23	9	26	15	42	23	257288601
319	61	1541329379	22	9	36	18	35	25	257288601
320	58	1529511996	21	7	39	16	66	41	257288601
321	33	1524915795	21	12	105	40	106	51	257288601
322	106	1540669396	21	5	153	65	205	119	257288601
323	70	1525444107	20	9	139	75	165	71	257288601
324	65	1531054418	20	6	33	12	42	24	257288601
325	79	1540587989	20	5	30	15	53	25	257288601
326	90	1530372845	20	8	91	36	112	59	257288601
327	34	1537383571	19	8	231	105	338	173	257288601
328	55	1513205163	19	12	48	23	35	13	257288601
329	111	1538221107	18	4	29	9	31	12	257288601
330	110	1540658792	18	8	62	31	93	41	257288601
331	68	1508426880	18	9	84	52	148	63	257288601
332	46	1513716025	18	10	108	55	149	75	257288601
333	89	1534336379	17	5	32	16	28	14	257288601
334	97	1526758001	16	4	133	56	182	97	257288601
335	114	1543661243	15	3	109	40	145	75	257288601
336	103	1528802119	14	6	45	27	38	17	257288601
337	3	1540303300	13	5	37	20	62	31	257288601
338	82	1540654996	13	2	67	30	103	51	257288601
339	105	1496560759	12	5	76	40	123	63	257288601
340	74	1498690721	12	4	618	309	809	404	257288601
341	107	1531959390	10	5	37	19	66	41	257288601
342	92	1538494006	7	3	14	5	24	12	257288601
343	91	1509720858	5	2	23	6	38	25	257288601
344	120	1532266956	5	2	36	15	32	22	257288601
345	66	1495217312	4	2	18	7	19	15	257288601
346	119	1530299922	2	1	37	14	43	18	257288601
347	121	1538254681	2	0	20	11	20	7	257288601
348	44	1511279924	54	31	105	60	197	106	171873893
349	1	1515100971	50	26	63	25	116	69	171873893
350	8	1505490316	42	22	66	32	123	70	171873893
351	41	1502190534	36	24	32	19	42	26	171873893
352	47	1504112547	34	19	54	26	54	33	171873893
353	12	1500666772	34	14	18	7	54	27	171873893
354	106	1505495637	33	17	29	11	31	14	171873893
355	82	1489914226	33	17	17	4	19	13	171873893
356	18	1500404641	32	17	72	47	92	47	171873893
357	109	1502550632	27	11	15	7	23	11	171873893
358	15	1487751540	27	18	23	11	29	17	171873893
359	104	1492172627	25	12	76	39	134	86	171873893
360	54	1489064536	25	12	49	28	74	33	171873893
361	81	1501264648	25	15	24	14	36	17	171873893
362	76	1505503220	24	16	31	17	35	19	171873893
363	95	1489256272	24	19	22	12	41	20	171873893
364	11	1488979559	23	9	52	29	101	49	171873893
365	6	1488888051	23	14	72	34	117	58	171873893
366	67	1516272906	21	13	24	15	52	20	171873893
367	23	1500662621	21	8	32	16	60	33	171873893
368	49	1492103312	20	12	27	12	37	17	171873893
369	102	1484388968	19	14	35	24	35	14	171873893
370	77	1488368554	19	11	11	6	10	4	171873893
371	48	1501956614	18	14	35	22	55	23	171873893
372	9	1502743735	18	9	65	38	125	67	171873893
373	93	1488439155	17	10	70	29	113	46	171873893
374	42	1489253636	17	7	51	37	90	39	171873893
375	35	1502547120	16	9	105	49	196	96	171873893
376	46	1516350598	15	5	17	6	28	17	171873893
377	74	1507276927	15	7	178	94	133	82	171873893
378	32	1505513267	15	8	70	38	127	59	171873893
379	10	1488546158	15	9	22	11	32	20	171873893
380	98	1515096805	15	7	32	13	54	34	171873893
381	34	1488664038	14	4	36	15	40	24	171873893
382	28	1515112010	12	6	84	47	84	46	171873893
383	70	1505509988	12	5	32	14	47	21	171873893
384	59	1485022167	12	8	60	35	51	30	171873893
385	69	1491722039	12	8	12	3	10	5	171873893
386	14	1487153056	12	5	156	89	213	109	171873893
387	99	1500399285	11	5	92	48	71	30	171873893
388	21	1505506701	11	4	73	36	93	52	171873893
389	2	1488203417	11	4	91	48	92	41	171873893
390	73	1488273670	10	6	35	18	58	21	171873893
391	56	1489840031	10	4	34	12	42	35	171873893
392	72	1498930213	9	3	26	13	32	17	171873893
393	60	1478695139	9	6	17	8	23	11	171873893
394	20	1504120515	9	4	45	27	61	32	171873893
395	4	1514942913	9	4	53	27	78	47	171873893
396	94	1488538339	9	8	22	11	38	19	171873893
397	62	1473246599	8	1	44	26	67	34	171873893
398	114	1516277295	7	4	20	14	39	19	171873893
399	53	1481487916	7	2	32	19	39	25	171873893
400	89	1489849019	7	5	7	3	19	15	171873893
401	19	1487755072	7	3	44	21	53	29	171873893
402	71	1515107413	7	4	47	32	67	39	171873893
403	63	1488524786	6	2	22	11	50	31	171873893
404	100	1464965153	6	2	28	13	37	22	171873893
405	29	1515090194	6	3	62	30	29	12	171873893
406	43	1490426549	6	5	22	9	27	18	171873893
407	17	1488630486	5	4	30	14	45	25	171873893
408	80	1488529436	5	2	13	7	10	5	171873893
409	36	1507273241	4	1	113	76	68	27	171873893
410	75	1500401624	4	2	74	50	52	24	171873893
411	85	1490092319	4	3	15	9	24	10	171873893
412	26	1464424494	3	2	111	64	81	47	171873893
413	7	1488263990	3	0	112	67	82	38	171873893
414	39	1505498980	3	2	30	9	41	24	171873893
415	113	1488460081	2	0	12	4	7	3	171873893
416	40	1504123827	2	1	42	22	33	19	171873893
417	57	1488542769	2	0	38	22	65	31	171873893
418	78	1460028706	2	1	12	3	8	4	171873893
419	22	1507269019	2	0	65	41	69	32	171873893
420	25	1504109352	2	1	37	22	56	34	171873893
421	27	1492424815	2	1	29	10	39	18	171873893
422	30	1490008062	1	0	55	27	58	28	171873893
423	90	1490008765	1	0	15	11	29	15	171873893
424	88	1502444191	1	0	19	9	32	21	171873893
425	86	1498923234	1	1	41	21	49	37	171873893
426	79	1433579462	1	1	8	4	15	11	171873893
427	96	1515103971	1	1	35	18	39	23	171873893
428	92	1483011781	1	0	2	1	3	1	171873893
429	16	1490013849	1	0	110	58	59	25	171873893
430	33	1490020927	1	1	22	9	24	8	171873893
431	58	1453181282	1	0	10	3	24	13	171873893
432	112	1448263604	1	0	10	5	25	14	171873893
433	45	1489755835	1	1	22	10	24	16	171873893
434	84	0	0	0	46	21	54	30	171873893
435	64	0	0	0	28	17	14	9	171873893
436	65	0	0	0	19	8	26	15	171873893
437	91	0	0	0	13	4	14	8	171873893
438	66	0	0	0	2	1	8	4	171873893
439	50	0	0	0	70	35	42	20	171873893
440	68	0	0	0	31	11	32	18	171873893
441	38	0	0	0	10	4	15	9	171873893
442	37	0	0	0	34	21	22	12	171873893
443	97	0	0	0	22	12	33	19	171873893
444	61	0	0	0	7	4	17	11	171873893
445	83	0	0	0	22	13	23	7	171873893
446	52	0	0	0	12	4	14	9	171873893
447	101	0	0	0	40	20	23	10	171873893
448	13	0	0	0	27	9	28	14	171873893
449	103	0	0	0	7	4	9	6	171873893
450	55	0	0	0	12	6	20	13	171873893
451	105	0	0	0	18	8	20	12	171873893
452	5	0	0	0	64	33	76	45	171873893
453	107	0	0	0	7	3	16	8	171873893
454	108	0	0	0	12	8	20	13	171873893
455	3	0	0	0	27	13	15	10	171873893
456	110	0	0	0	9	4	18	10	171873893
457	111	0	0	0	6	4	12	4	171873893
458	51	0	0	0	30	19	22	10	171873893
459	87	0	0	0	18	10	33	18	171873893
460	31	0	0	0	47	31	28	13	171873893
461	119	0	0	0	0	0	0	0	171873893
462	120	0	0	0	0	0	0	0	171873893
463	121	0	0	0	0	0	0	0	171873893
464	86	1543746192	220	115	96	50	136	77	293773843
465	97	1543502993	167	87	55	22	92	50	293773843
466	14	1542968131	133	79	280	172	355	164	293773843
467	21	1543486717	72	43	104	60	126	70	293773843
468	62	1543303405	55	27	65	29	96	50	293773843
469	34	1543239551	51	32	106	48	143	89	293773843
470	22	1543414027	48	28	86	57	118	60	293773843
471	7	1543743949	41	23	108	53	175	92	293773843
472	35	1542256108	39	27	197	105	260	139	293773843
473	111	1540731051	36	15	18	10	18	12	293773843
474	55	1541679353	35	24	25	14	30	14	293773843
475	45	1539683284	34	21	30	9	43	25	293773843
476	36	1542464661	32	20	94	47	113	58	293773843
477	2	1541606661	31	17	146	81	175	99	293773843
478	87	1538557006	31	16	56	25	60	27	293773843
479	28	1538825196	30	20	65	38	131	67	293773843
480	26	1543416594	30	15	142	87	163	93	293773843
481	75	1538735035	27	14	79	48	86	39	293773843
482	105	1540183913	27	12	37	13	50	30	293773843
483	101	1541935429	26	14	28	12	48	24	293773843
484	90	1542708854	26	10	48	21	50	28	293773843
485	25	1542269422	25	11	79	32	86	53	293773843
486	104	1539680489	25	13	146	86	181	107	293773843
487	39	1543257227	25	10	59	27	85	49	293773843
488	30	1539148468	24	10	69	33	88	46	293773843
489	50	1541740119	24	13	38	25	54	34	293773843
490	23	1540641713	23	12	100	46	116	69	293773843
491	9	1507397761	22	11	141	75	225	117	293773843
492	43	1524487151	21	15	28	11	33	21	293773843
493	27	1542974191	21	9	90	49	114	59	293773843
494	84	1543576766	20	14	102	58	132	62	293773843
495	1	1543040621	20	11	181	92	188	95	293773843
496	32	1541588063	20	11	117	79	122	61	293773843
497	16	1528631175	18	8	100	51	97	55	293773843
498	5	1539248425	17	9	76	46	136	67	293773843
499	20	1540735132	17	14	59	35	115	58	293773843
500	19	1521890768	16	9	48	26	73	45	293773843
501	96	1535703323	16	7	56	33	63	34	293773843
502	33	1542374357	15	7	33	19	46	20	293773843
503	85	1526900960	15	10	30	17	31	15	293773843
504	112	1541594190	14	8	29	14	36	23	293773843
505	100	1524149171	14	6	44	19	54	28	293773843
506	64	1529571385	14	7	44	21	67	36	293773843
507	57	1526387443	13	9	66	41	90	46	293773843
508	68	1542100012	13	7	31	16	45	21	293773843
509	44	1542965323	12	5	192	111	263	131	293773843
510	51	1523188643	12	9	42	20	55	23	293773843
511	88	1519900403	11	6	64	41	68	41	293773843
512	37	1529507592	11	6	26	14	38	25	293773843
513	29	1527594906	11	2	69	39	79	38	293773843
514	8	1543298664	11	3	211	122	242	123	293773843
515	56	1541090040	10	7	53	29	63	33	293773843
516	79	1518851244	10	3	19	10	24	12	293773843
517	110	1538816652	9	3	28	13	26	15	293773843
518	94	1541742427	9	6	69	37	76	38	293773843
519	40	1502370173	9	4	46	24	50	30	293773843
520	69	1543221491	9	7	26	11	44	22	293773843
521	98	1522668264	9	6	77	36	94	64	293773843
522	76	1542540901	9	5	91	51	98	60	293773843
523	60	1543393803	9	5	40	23	49	28	293773843
524	71	1519808055	9	5	90	50	120	68	293773843
525	6	1537816199	8	3	109	62	183	97	293773843
526	31	1527937965	8	3	30	18	53	26	293773843
527	99	1537548395	8	2	99	57	129	70	293773843
528	70	1524302204	7	5	62	39	88	45	293773843
529	4	1541745585	7	4	124	71	137	74	293773843
530	91	1533378789	7	2	15	5	25	20	293773843
531	3	1541941127	7	2	22	7	27	12	293773843
532	83	1539167200	7	4	51	21	41	22	293773843
533	52	1525959492	7	3	14	7	26	15	293773843
534	102	1527584742	7	4	29	16	45	16	293773843
535	11	1516642365	7	3	133	62	172	103	293773843
536	49	1526033168	6	6	60	30	87	52	293773843
537	121	1543251325	6	1	10	6	8	5	293773843
538	81	1518760259	5	5	61	36	71	43	293773843
539	47	1542177519	5	2	101	48	92	51	293773843
540	114	1500385407	5	2	98	49	100	60	293773843
541	41	1543642112	5	2	119	55	116	54	293773843
542	53	1525779928	5	2	38	13	77	49	293773843
543	73	1517489322	5	3	64	36	95	43	293773843
544	59	1513960509	5	3	60	32	70	36	293773843
545	95	1542698523	5	1	81	46	89	59	293773843
546	48	1506676512	4	2	85	52	122	47	293773843
547	109	1521651626	4	1	58	29	53	27	293773843
548	46	1538312873	4	2	50	25	80	45	293773843
549	108	1527072323	4	1	37	20	47	25	293773843
550	58	1531991185	4	1	19	10	44	28	293773843
551	65	1507486546	4	2	24	14	22	14	293773843
552	15	1496853561	4	1	35	16	51	22	293773843
553	63	1516683690	4	1	82	45	110	54	293773843
554	18	1506143518	4	3	130	80	134	62	293773843
555	93	1542792957	4	1	161	82	176	98	293773843
556	103	1518176084	4	2	26	15	26	10	293773843
557	72	1525966316	4	1	45	24	53	29	293773843
558	89	1529486125	3	2	25	14	29	21	293773843
559	12	1508244746	3	3	63	29	79	42	293773843
560	107	1480086576	2	0	26	9	27	16	293773843
561	38	1482482111	2	2	17	9	19	12	293773843
562	113	1502611947	2	1	11	6	17	9	293773843
