"Incident Number","Exposure Number","Alarm Date","Alarm Time","Incident Type","Incident Description","Estimated Property Loss","Estimated Content Loss","District","City Section","Neighborhood","Zip","Property Use","Property Description","Street Number","Street Prefix","Street Name","Street Suffix","Street Type","Address 2","XStreet Prefix","XStreet Name","XStreet Suffix","XStreet Type"
"18-0027795","0","05/01/2018","07:19:26","744 ","Detector activation, no fire - unintentional      ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","429 ","Multifamily dwelling                              ","49      ","  ","GARDNER                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027796","0","05/01/2018","07:30:24","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","    ","","75      ","  ","STATE                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027800","0","05/01/2018","07:57:45","721 ","Bomb scare - no bomb                              ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","460 ","Dormitory-type residence, other                   ","179     ","  ","BAY STATE                ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0027802","0","05/01/2018","08:20:33","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","    ","","55      ","  ","FRUIT                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027804","0","05/01/2018","08:33:34","412 ","Gas leak (natural gas or LPG)                     ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","960 ","Street, Other                                     ","        ","  ","SARATOGA                 ","  ","ST  ","                                        ","  ","WORDSWORTH               ","  ","ST  "
"18-0027810","0","05/01/2018","09:07:29","730 ","System malfunction, Other                         ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","241 ","Adult education center, college classroom         ","580     ","  ","COMMONWEALTH             ","  ","AVE ",": #BU372                                ","  ","                         ","  ","    "
"18-0027811","0","05/01/2018","09:12:43","600 ","Good intent call, Other                           ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","580 ","General retail, Other                             ","210     ","  ","BORDER                   ","  ","ST  ",": @CVS/PHARMACY - 210 BORDER ST, EAST BO","  ","                         ","  ","    "
"18-0027813","0","05/01/2018","09:19:48","621 ","Wrong location                                    ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","UUU ","Undetermined                                      ","23      ","  ","MOORE                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027815","0","05/01/2018","09:28:42","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","100 ","Assembly, Other                                   ","23      ","  ","MOORE                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027817","0","05/01/2018","09:32:55","553 ","Public service                                    ","0.0000","0.0000","04   ","               ","","02118     ","124 ","Playground                                        ","        ","  ","BALL                     ","  ","ST  ",": EST BALL ST/WASHINGTON ST RX BSTN     ","  ","                         ","  ","    "
"18-0027818","0","05/01/2018","09:52:00","554 ","Assist invalid                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","400 ","Residential, Other                                ","333     ","  ","MASSACHUSETTS            ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0027819","0","05/01/2018","09:56:27","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","429 ","Multifamily dwelling                              ","337     ","  ","HUNTINGTON               ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0027820","0","05/01/2018","10:09:15","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02210     ","592 ","Bank                                              ","600     ","  ","ATLANTIC                 ","  ","AVE ",": @FEDERAL RESERVE BANK                 ","  ","                         ","  ","    "
"18-0027822","0","05/01/2018","10:11:50","500 ","Service Call, other                               ","0.0000","0.0000","03   ","               ","","00000     ","941 ","Open ocean, sea or tidal waters                   ","        ","  ","BOSTON HARBOR            ","  ","    ",": @BOSTON HARBOR - INNER (MYSTIC-TOBIN B","  ","                         ","  ","    "
"18-0027823","0","05/01/2018","10:16:18","731 ","Sprinkler activation due to malfunction           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","429 ","Multifamily dwelling                              ","4       ","  ","LONGFELLOW               ","  ","PL  ","                                        ","  ","                         ","  ","    "
"18-0027825","0","05/01/2018","10:21:44","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02113     ","429 ","Multifamily dwelling                              ","100     ","  ","ENDICOTT                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027826","0","05/01/2018","10:22:25","553 ","Public service                                    ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","960 ","Street, Other                                     ","        ","  ","DUDLEY                   ","  ","ST  ","                                        ","  ","HUMPHREYS                ","  ","ST  "
"18-0027828","0","05/01/2018","10:25:39","900 ","Special type of incident, Other                   ","0.0000","0.0000","07   ","               ","","02121     ","215 ","High school/junior high school/middle school      ","60      ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027829","0","05/01/2018","10:34:40","731 ","Sprinkler activation due to malfunction           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","429 ","Multifamily dwelling                              ","4       ","  ","LONGFELLOW               ","  ","PL  ","                                        ","  ","                         ","  ","    "
"18-0027832","0","05/01/2018","10:41:37","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","429 ","Multifamily dwelling                              ","1-23    ","  ","SMITH                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027835","0","05/01/2018","11:24:50","400 ","Hazardous condition, Other                        ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","419 ","1 or 2 family dwelling                            ","6       ","  ","BURTON                   ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0027836","0","05/01/2018","11:29:33","900T","BFD Drill                                         ","0.0000","0.0000","03   ","               ","","00000     ","941 ","Open ocean, sea or tidal waters                   ","        ","  ","BOSTON HARBOR            ","  ","    ",": @BOSTON HARBOR - INNER (MYSTIC-TOBIN B","  ","                         ","  ","    "
"18-0027837","0","05/01/2018","11:44:14","900 ","Special type of incident, Other                   ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","121 ","Ballroom, gymnasium                               ","1716    ","  ","CENTRE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027839","0","05/01/2018","12:17:36","500 ","Service Call, other                               ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","400 ","Residential, Other                                ","1B      ","  ","CHARLES                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027840","0","05/01/2018","12:20:10","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","400 ","Residential, Other                                ","129     ","  ","ELM HILL                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0027841","0","05/01/2018","12:34:47","744 ","Detector activation, no fire - unintentional      ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","400 ","Residential, Other                                ","1       ","  ","CHARLES                  ","S ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027843","0","05/01/2018","12:47:54","510 ","Person in distress, Other                         ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","213 ","Elementary school, including kindergarten         ","2222    ","  ","DORCHESTER               ","  ","AVE ",": @SCH-POPE JOHN PAUL II CATHOLIC ACADEM","  ","                         ","  ","    "
"18-0027844","0","05/01/2018","12:49:11","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","400 ","Residential, Other                                ","129     ","  ","ELM HILL                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0027845","0","05/01/2018","13:00:35","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","400 ","Residential, Other                                ","1       ","  ","CHARLES                  ","S ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027846","0","05/01/2018","13:04:56","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","233     ","  ","BEACON                   ","  ","ST  ",": #WYN4743                              ","  ","                         ","  ","    "
"18-0027847","0","05/01/2018","13:06:46","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","900 ","Outside or special property, Other                ","        ","  ","COLUMBUS                 ","  ","AVE ","                                        ","  ","MASSACHUSETTS            ","  ","AVE "
"18-0027848","0","05/01/2018","13:07:44","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","    ","","460     ","  ","CAMBRIDGE                ","  ","ST  ",": @BFD ENG 41                           ","  ","                         ","  ","    "
"18-0027849","0","05/01/2018","13:10:49","113 ","Cooking fire, confined to container               ","0.0000","10.0000","09   ","RX             ","Roxbury                                           ","02121     ","400 ","Residential, Other                                ","59      ","  ","BROOKLEDGE               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027853","0","05/01/2018","13:28:21","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","400 ","Residential, Other                                ","129     ","  ","ELM HILL                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0027857","0","05/01/2018","13:33:14","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","900 ","Outside or special property, Other                ","        ","  ","BOYLSTON                 ","  ","ST  ","                                        ","  ","TREMONT                  ","  ","ST  "
"18-0027859","0","05/01/2018","13:38:55","113 ","Cooking fire, confined to container               ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","12      ","  ","WALES                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027860","0","05/01/2018","13:39:38","900T","BFD Drill                                         ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","960 ","Street, Other                                     ","387     ","W ","FOURTH                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027861","0","05/01/2018","13:40:32","714 ","Central station, malicious false alarm            ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","419 ","1 or 2 family dwelling                            ","6       ","  ","OTIS                     ","  ","PL  ",": #WYN4045                              ","  ","                         ","  ","    "
"18-0027862","0","05/01/2018","13:41:55","714 ","Central station, malicious false alarm            ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","511 ","Convenience store                                 ","77      ","  ","L                        ","  ","ST  ",": #WYN3963                              ","  ","                         ","  ","    "
"18-0027863","0","05/01/2018","13:49:59","554 ","Assist invalid                                    ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","311 ","24-hour care Nursing homes, 4 or more persons     ","1190    ","  ","ADAMS                    ","  ","ST  ",": @LTC-STANDISH VILLAGE AT LOWER MILLS  ","  ","                         ","  ","    "
"18-0027864","0","05/01/2018","13:52:15","714 ","Central station, malicious false alarm            ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","419 ","1 or 2 family dwelling                            ","5       ","  ","OTIS                     ","  ","PL  ","                                        ","  ","                         ","  ","    "
"18-0027866","0","05/01/2018","14:00:57","740 ","Unintentional transmission of alarm, Other        ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","100 ","Assembly, Other                                   ","60      ","  ","HIGH                     ","  ","ST  ",": #13-4141                              ","  ","                         ","  ","    "
"18-0027868","0","05/01/2018","14:02:46","511 ","Lock-out                                          ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","960 ","Street, Other                                     ","200     ","  ","CAMBRIDGE                ","  ","ST  ",": @BFD LAD 24                           ","  ","                         ","  ","    "
"18-0027872","0","05/01/2018","14:09:12","741 ","Sprinkler activation, no fire - unintentional     ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","500 ","Mercantile, business, Other                       ","68      ","  ","HARRISON                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0027874","0","05/01/2018","14:17:36","711 ","Municipal alarm system, malicious false alarm     ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","960 ","Street, Other                                     ","        ","  ","EVERETT                  ","  ","AVE ",": #1877                                 ","  ","STOUGHTON                ","  ","ST  "
"18-0027877","0","05/01/2018","14:24:00","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","    ","","401     ","  ","MOUNT VERNON             ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027880","0","05/01/2018","14:40:12","553 ","Public service                                    ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","26      ","  ","HARLEY                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027881","0","05/01/2018","14:50:33","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","963 ","Street or road in commercial area                 ","673     ","  ","BOYLSTON                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027882","0","05/01/2018","14:56:15","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","500 ","Mercantile, business, Other                       ","68      ","  ","HARRISON                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0027883","0","05/01/2018","14:57:20","553 ","Public service                                    ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","960 ","Street, Other                                     ","713     ","  ","DUDLEY                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027884","0","05/01/2018","14:58:31","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","900 ","Outside or special property, Other                ","206     ","  ","ATLANTIC                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0027892","0","05/01/2018","15:33:29","553 ","Public service                                    ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","961 ","Highway or divided highway                        ","        ","  ","JAMAICAWAY               ","  ","    ","                                        ","  ","FRANCIS PARKMAN          ","  ","DR  "
"18-0027893","0","05/01/2018","15:33:41","113 ","Cooking fire, confined to container               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","42      ","  ","HARRISON ARCHWAYS        ","  ","    ",": #13-1643                              ","  ","                         ","  ","    "
"18-0027898","0","05/01/2018","16:11:36","740 ","Unintentional transmission of alarm, Other        ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","18      ","  ","NORTON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027903","0","05/01/2018","16:27:19","113 ","Cooking fire, confined to container               ","0.0000","10.0000","07   ","DO             ","Dorchester                                        ","02121     ","400 ","Residential, Other                                ","8       ","  ","NORWELL                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027907","0","05/01/2018","16:48:57","553 ","Public service                                    ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","400 ","Residential, Other                                ","41      ","  ","BICKNELL                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027909","0","05/01/2018","16:53:04","600 ","Good intent call, Other                           ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","161 ","Restaurant or cafeteria                           ","55      ","  ","HALLET                   ","  ","ST  ",": @BOSTON FIRE FIGHTERS - 55 HALLET ST, ","  ","                         ","  ","    "
"18-0027910","0","05/01/2018","16:56:36","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","963 ","Street or road in commercial area                 ","1       ","  ","BLAGDEN                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027915","0","05/01/2018","17:13:24","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","    ","","        ","  ","DARTMOUTH                ","  ","ST  ","                                        ","  ","HUNTINGTON               ","  ","AVE "
"18-0027921","0","05/01/2018","17:33:57","412 ","Gas leak (natural gas or LPG)                     ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","400 ","Residential, Other                                ","8       ","  ","IRWIN                    ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0027923","0","05/01/2018","17:34:41","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","960 ","Street, Other                                     ","        ","  ","BOYLSTON                 ","  ","ST  ","                                        ","  ","DARTMOUTH                ","  ","ST  "
"18-0027925","0","05/01/2018","17:41:01","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","    ","","49      ","  ","PRESCOTT                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027926","0","05/01/2018","17:49:28","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02215     ","200 ","Educational, Other                                ","180     ","  ","RIVERWAY                 ","  ","    ",": #13-2354                              ","  ","                         ","  ","    "
"18-0027928","0","05/01/2018","17:57:42","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","161 ","Restaurant or cafeteria                           ","208     ","  ","DUDLEY                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027931","0","05/01/2018","18:08:04","113 ","Cooking fire, confined to container               ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","168     ","  ","CHESTNUT                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0027935","0","05/01/2018","18:24:53","500 ","Service Call, other                               ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","331 ","Hospital - medical or psychiatric                 ","75      ","  ","FRANCIS                  ","  ","ST  ",": @BRIGHAM AND WOMEN'S HOSPITAL         ","  ","                         ","  ","    "
"18-0027938","0","05/01/2018","18:33:49","440 ","Electrical  wiring/equipment problem, Other       ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","962 ","Residential street, road or residential driveway  ","19      ","  ","LAURIAT                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027942","0","05/01/2018","18:39:50","520 ","Water problem, Other                              ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","931 ","Open land or field                                ","75      ","W ","SCHOOL                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027947","0","05/01/2018","19:09:09","600 ","Good intent call, Other                           ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","960 ","Street, Other                                     ","299     ","  ","HEATH                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027955","0","05/01/2018","19:20:09","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","331 ","Hospital - medical or psychiatric                 ","1153    ","  ","CENTRE                   ","  ","ST  ",": #13-271                               ","  ","                         ","  ","    "
"18-0027956","0","05/01/2018","19:22:22","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","    ","","170     ","  ","MORTON                   ","  ","ST  ",": @HOTEL-PINE STREET INN INC - 170 MORTO","  ","                         ","  ","    "
"18-0027958","0","05/01/2018","19:26:48","653 ","Smoke from barbecue, tar kettle                   ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","419 ","1 or 2 family dwelling                            ","679     ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027961","0","05/01/2018","19:34:19","440 ","Electrical  wiring/equipment problem, Other       ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","900 ","Outside or special property, Other                ","10      ","  ","WENSLEY                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027962","0","05/01/2018","19:34:50","714 ","Central station, malicious false alarm            ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","400 ","Residential, Other                                ","153     ","  ","STRATHMORE               ","  ","RD  ",": #AFA7654                              ","  ","                         ","  ","    "
"18-0027963","0","05/01/2018","19:47:10","714 ","Central station, malicious false alarm            ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","400 ","Residential, Other                                ","1925    ","  ","COMMONWEALTH             ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0027964","0","05/01/2018","19:58:16","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","400 ","Residential, Other                                ","208     ","  ","DUDLEY                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027965","0","05/01/2018","20:02:25","553 ","Public service                                    ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","960 ","Street, Other                                     ","        ","  ","HOLTON                   ","  ","ST  ","                                        ","  ","TELFORD                  ","  ","ST  "
"18-0027967","0","05/01/2018","20:11:17","400 ","Hazardous condition, Other                        ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","400 ","Residential, Other                                ","306     ","  ","DUDLEY                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027969","0","05/01/2018","20:14:24","113 ","Cooking fire, confined to container               ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","2262-226","  ","DORCHESTER               ","  ","AVE ",": #13-3476                              ","  ","                         ","  ","    "
"18-0027970","0","05/01/2018","20:18:48","424 ","Carbon monoxide incident                          ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","419 ","1 or 2 family dwelling                            ","22      ","  ","GREENBROOK               ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0027971","0","05/01/2018","20:27:18","714 ","Central station, malicious false alarm            ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","200 ","Educational, Other                                ","79      ","N ","HARVARD                  ","  ","ST  ",": #HAR344                               ","  ","                         ","  ","    "
"18-0027972","0","05/01/2018","20:39:33","113 ","Cooking fire, confined to container               ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","429 ","Multifamily dwelling                              ","137-139 ","  ","DORCHESTER               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027973","0","05/01/2018","20:40:49","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","    ","","135-143 ","  ","CAUSEWAY                 ","  ","ST  ",": @MBTA STA-NORTH STATION               ","  ","                         ","  ","    "
"18-0027975","0","05/01/2018","20:48:32","511 ","Lock-out                                          ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","960 ","Street, Other                                     ","367     ","  ","CENTRE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027977","0","05/01/2018","20:54:52","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","    ","","250     ","  ","FIRST                    ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0027983","0","05/01/2018","21:06:10","555 ","Defective elevator, no occupants                  ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","24      ","  ","BELLFLOWER               ","  ","ST  ",": @BHA-BELLFLOWER STREET                ","  ","                         ","  ","    "
"18-0027984","0","05/01/2018","21:09:22","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","161 ","Restaurant or cafeteria                           ","137     ","  ","MASSACHUSETTS            ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0027985","0","05/01/2018","21:13:01","113 ","Cooking fire, confined to container               ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","429 ","Multifamily dwelling                              ","41      ","  ","PHILLIPS                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0027986","0","05/01/2018","21:21:21","600 ","Good intent call, Other                           ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","000 ","Property Use, Other                               ","130     ","  ","AUCKLAND                 ","  ","ST  ",": #12-1866                              ","  ","                         ","  ","    "
"18-0027987","0","05/01/2018","21:23:45","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","200 ","Educational, Other                                ","1481    ","  ","TREMONT                  ","  ","ST  ",": #12-2366                              ","  ","                         ","  ","    "
