"Incident Number","Exposure Number","Alarm Date","Alarm Time","Incident Type","Incident Description","Estimated Property Loss","Estimated Content Loss","District","City Section","Neighborhood","Zip","Property Use","Property Description","Street Number","Street Prefix","Street Name","Street Suffix","Street Type","Address 2","XStreet Prefix","XStreet Name","XStreet Suffix","XStreet Type"
"18-0049886","0","08/01/2018","11:28:07","900T","BFD Drill                                         ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","900 ","Outside or special property, Other                ","246     ","  ","BORDER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0049887","0","08/01/2018","11:34:20","440 ","Electrical  wiring/equipment problem, Other       ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","429 ","Multifamily dwelling                              ","200     ","  ","COLUMBIA                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0049888","0","08/01/2018","11:37:52","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","    ","","1989    ","  ","COLUMBUS                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0049890","0","08/01/2018","11:41:01","714 ","Central station, malicious false alarm            ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","331 ","Hospital - medical or psychiatric                 ","736     ","  ","CAMBRIDGE                ","  ","ST  ",": #16-5193                              ","  ","                         ","  ","    "
"18-0049891","0","08/01/2018","11:48:04","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02199     ","500 ","Mercantile, business, Other                       ","85-105  ","  ","HUNTINGTON               ","  ","AVE ",": #12-1562                              ","  ","                         ","  ","    "
"18-0049893","0","08/01/2018","11:50:55","600 ","Good intent call, Other                           ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","419 ","1 or 2 family dwelling                            ","35A     ","  ","HARRISON                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0049895","0","08/01/2018","12:04:44","600 ","Good intent call, Other                           ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","419 ","1 or 2 family dwelling                            ","19      ","  ","SCHUYLER                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0049896","0","08/01/2018","12:12:23","500 ","Service Call, other                               ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","960 ","Street, Other                                     ","        ","  ","HIGH                     ","  ","ST  ","                                        ","  ","SUMMER                   ","  ","ST  "
"18-0049897","0","08/01/2018","12:14:29","554 ","Assist invalid                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","900 ","Outside or special property, Other                ","125     ","  ","ELM HILL                 ","  ","AVE ",": @BHA-HOLGATE APARTMENTS               ","  ","                         ","  ","    "
"18-0049901","0","08/01/2018","12:39:30","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","900 ","Outside or special property, Other                ","78      ","  ","PETERBOROUGH             ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0049902","0","08/01/2018","12:40:07","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","03   ","BO             ","Boston                                            ","02111     ","000 ","Property Use, Other                               ","10      ","  ","TEMPLE                   ","  ","PL  ","                                        ","  ","                         ","  ","    "
"18-0049904","0","08/01/2018","12:52:24","522 ","Water or steam leak                               ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","882 ","Parking garage, general vehicle                   ","1       ","  ","BLACKFAN                 ","  ","CIR ","                                        ","  ","                         ","  ","    "
"18-0049905","0","08/01/2018","12:56:29","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","900 ","Outside or special property, Other                ","40      ","  ","DALTON                   ","  ","ST  ",": @HOTEL-HILTON-BACK BAY - 40 DALTON ST,","  ","                         ","  ","    "
"18-0049907","0","08/01/2018","12:59:37","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","000 ","Property Use, Other                               ","700     ","  ","TREMONT                  ","  ","ST  ",": @BFD ENG 22                           ","  ","                         ","  ","    "
"18-0049908","0","08/01/2018","13:01:18","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","429 ","Multifamily dwelling                              ","516     ","  ","BLUE HILL                ","  ","AVE ",": #SIM480                               ","  ","                         ","  ","    "
"18-0049909","0","08/01/2018","13:12:33","511 ","Lock-out                                          ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","960 ","Street, Other                                     ","187     ","E ","COTTAGE                  ","  ","ST  ",": @TEDESCHI FOOD SHOPS - 187 E COTTAGE S","  ","                         ","  ","    "
"18-0049910","0","08/01/2018","13:13:09","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","000 ","Property Use, Other                               ","1745A-17","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0049911","0","08/01/2018","13:17:28","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","19      ","  ","DUNLAP                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0049913","0","08/01/2018","13:17:51","641 ","Vicinity alarm (incident in other location)       ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","900 ","Outside or special property, Other                ","15      ","  ","TIVERTON                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0049914","0","08/01/2018","13:19:30","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","429 ","Multifamily dwelling                              ","8-10    ","  ","DUNKELD                  ","  ","ST  ",": #INS1157                              ","  ","                         ","  ","    "
"18-0049916","0","08/01/2018","13:38:32","113 ","Cooking fire, confined to container               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","11-25   ","E ","NEWTON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0049919","0","08/01/2018","13:49:25","113 ","Cooking fire, confined to container               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","564 ","Laundry, dry cleaning                             ","38      ","  ","WORCESTER                ","  ","SQ  ","                                        ","  ","                         ","  ","    "
"18-0049922","0","08/01/2018","13:54:37","740 ","Unintentional transmission of alarm, Other        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","800 ","Storage, Other                                    ","65-75   ","  ","WAREHAM                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0049923","0","08/01/2018","14:00:37","714 ","Central station, malicious false alarm            ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","254 ","Day care, in commercial property                  ","22      ","  ","BOSTON WHARF             ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0049924","0","08/01/2018","14:03:02","553 ","Public service                                    ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","900 ","Outside or special property, Other                ","1100    ","  ","MASSACHUSETTS            ","  ","AVE ",": @STOP & SHOP - 1100 MASSACHUSETTS AVE,","  ","                         ","  ","    "
"18-0049927","0","08/01/2018","14:23:56","553 ","Public service                                    ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","900 ","Outside or special property, Other                ","9       ","  ","PLEASANT                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0049929","0","08/01/2018","14:56:36","500 ","Service Call, other                               ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02111     ","000 ","Property Use, Other                               ","80      ","  ","MASON                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0049930","0","08/01/2018","15:02:53","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","161 ","Restaurant or cafeteria                           ","393     ","  ","MASSACHUSETTS            ","  ","AVE ",": @MBTA STA-MASS AV                     ","  ","                         ","  ","    "
"18-0049932","0","08/01/2018","15:10:51","113 ","Cooking fire, confined to container               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","460 ","Dormitory-type residence, other                   ","316     ","  ","HUNTINGTON               ","  ","AVE ",": #15-2331                              ","  ","                         ","  ","    "
"18-0049933","0","08/01/2018","15:13:46","714 ","Central station, malicious false alarm            ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","46      ","  ","PERRIN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0049937","0","08/01/2018","15:40:25","553 ","Public service                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","962 ","Residential street, road or residential driveway  ","55      ","  ","COPELAND                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0049938","0","08/01/2018","15:46:05","671 ","HazMat release investigation w/no HazMat          ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02163     ","241 ","Adult education center, college classroom         ","49      ","  ","HARVARD                  ","  ","WAY ","                                        ","  ","                         ","  ","    "
"18-0049939","0","08/01/2018","15:50:37","552 ","Police matter                                     ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","951 ","Railroad right-of-way                             ","686     ","  ","DUDLEY                   ","  ","ST  ",": @MBTA STA-UPHAMS CORNER               ","  ","                         ","  ","    "
"18-0049940","0","08/01/2018","15:55:57","553 ","Public service                                    ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","400 ","Residential, Other                                ","17      ","  ","DR. MARY MOORE BEATTY    ","  ","CIR ","                                        ","  ","                         ","  ","    "
"18-0049944","0","08/01/2018","16:08:24","600 ","Good intent call, Other                           ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","429 ","Multifamily dwelling                              ","83      ","  ","WAUMBECK                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0049945","0","08/01/2018","16:11:01","553 ","Public service                                    ","0.0000","0.0000","04   ","RX             ","Roxbury                                           ","02118     ","960 ","Street, Other                                     ","        ","  ","CAMDEN                   ","  ","ST  ","                                        ","  ","SHAWMUT                  ","  ","AVE "
"18-0049947","0","08/01/2018","16:28:50","554 ","Assist invalid                                    ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","311 ","24-hour care Nursing homes, 4 or more persons     ","15      ","  ","GORDON                   ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0049948","0","08/01/2018","16:34:49","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","    ","","42      ","  ","OLDFIELDS                ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0049949","0","08/01/2018","16:39:12","641 ","Vicinity alarm (incident in other location)       ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","419 ","1 or 2 family dwelling                            ","15A     ","  ","GORDON                   ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0049950","0","08/01/2018","16:42:00","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","241 ","Adult education center, college classroom         ","400     ","  ","FENWAY                   ","  ","    ","                                        ","  ","                         ","  ","    "
"18-0049952","0","08/01/2018","16:48:16","142 ","Brush or brush-and-grass mixture fire             ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","900 ","Outside or special property, Other                ","        ","  ","COMMONWEALTH             ","  ","AVE ","                                        ","  ","WARREN                   ","  ","ST  "
"18-0049953","0","08/01/2018","16:49:46","522 ","Water or steam leak                               ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","500 ","Mercantile, business, Other                       ","179     ","  ","BOYLSTON                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0049954","0","08/01/2018","16:50:43","553 ","Public service                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","900 ","Outside or special property, Other                ","54      ","  ","HAMPDEN                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0049956","0","08/01/2018","17:00:50","553 ","Public service                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02118     ","960 ","Street, Other                                     ","1900    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0049957","0","08/01/2018","17:06:28","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","449 ","Hotel/motel, commercial                           ","15      ","  ","BEACON                   ","  ","ST  ",": @HOTEL-FIFTEEN BEACON HOTEL - 15 BEACO","  ","                         ","  ","    "
"18-0049959","0","08/01/2018","17:11:52","714 ","Central station, malicious false alarm            ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","500 ","Mercantile, business, Other                       ","74      ","  ","SUMMER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0049960","0","08/01/2018","17:14:26","600 ","Good intent call, Other                           ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","900 ","Outside or special property, Other                ","928     ","  ","PARKER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0049962","0","08/01/2018","17:33:59","500 ","Service Call, other                               ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","117     ","  ","FLORIDA                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0049964","0","08/01/2018","17:38:54","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","500 ","Mercantile, business, Other                       ","316     ","  ","NEWBURY                  ","  ","ST  ",": #WYN3766                              ","  ","                         ","  ","    "
"18-0049967","0","08/01/2018","17:39:59","714 ","Central station, malicious false alarm            ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","500 ","Mercantile, business, Other                       ","31-35   ","  ","INDIA                    ","  ","ST  ",": #WYN4622                              ","  ","                         ","  ","    "
