"Incident Number","Exposure Number","Alarm Date","Alarm Time","Incident Type","Incident Description","Estimated Property Loss","Estimated Content Loss","District","City Section","Neighborhood","Zip","Property Use","Property Description","Street Number","Street Prefix","Street Name","Street Suffix","Street Type","Address 2","XStreet Prefix","XStreet Name","XStreet Suffix","XStreet Type"
"18-0000020","0","01/01/2018","01:22:15","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","116     ","  ","HUNTINGTON               ","  ","AVE ",": #17-1565                              ","  ","                         ","  ","    "
"18-0000021","0","01/01/2018","01:22:54","551 ","Assist police or other governmental agency        ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","429 ","Multifamily dwelling                              ","11      ","  ","MARION                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000024","0","01/01/2018","01:25:18","522 ","Water or steam leak                               ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02113     ","500 ","Mercantile, business, Other                       ","415     ","  ","HANOVER                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000027","0","01/01/2018","01:32:27","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","429 ","Multifamily dwelling                              ","387     ","  ","COMMONWEALTH             ","  ","AVE ",": #WYN4363                              ","  ","                         ","  ","    "
"18-0000028","0","01/01/2018","01:32:47","553 ","Public service                                    ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","965 ","Vehicle parking area                              ","500     ","  ","COLUMBIA                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0000029","0","01/01/2018","01:33:52","711 ","Municipal alarm system, malicious false alarm     ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","900 ","Outside or special property, Other                ","        ","  ","COLUMBIA                 ","  ","RD  ",": #1772                                 ","  ","QUINCY                   ","  ","ST  "
"18-0000030","0","01/01/2018","01:38:54","413 ","Oil or other combustible liquid spill             ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","963 ","Street or road in commercial area                 ","        ","  ","PREBLE                   ","  ","ST  ","                                        ","  ","DORCHESTER               ","  ","AVE "
"18-0000031","0","01/01/2018","01:40:19","522 ","Water or steam leak                               ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","669 ","Forest, timberland, woodland                      ","1608    ","  ","RIVER                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000032","0","01/01/2018","01:45:53","551 ","Assist police or other governmental agency        ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","900 ","Outside or special property, Other                ","        ","  ","BELLEVUE                 ","  ","ST  ","                                        ","  ","BARRY                    ","  ","ST  "
"18-0000034","0","01/01/2018","02:00:45","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","429 ","Multifamily dwelling                              ","384     ","  ","COMMONWEALTH             ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0000035","0","01/01/2018","02:10:56","522 ","Water or steam leak                               ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","419 ","1 or 2 family dwelling                            ","7       ","  ","CHARLES                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000036","0","01/01/2018","02:16:10","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02111     ","449 ","Hotel/motel, commercial                           ","2       ","  ","AVERY                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000037","0","01/01/2018","02:38:33","511 ","Lock-out                                          ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","429 ","Multifamily dwelling                              ","6       ","  ","UNITY                    ","  ","WAY ","                                        ","  ","                         ","  ","    "
"18-0000038","0","01/01/2018","02:41:25","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","429 ","Multifamily dwelling                              ","27      ","  ","ASHFORD                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000039","0","01/01/2018","02:47:06","553 ","Public service                                    ","0.0000","0.0000","08   ","               ","","02124     ","900 ","Outside or special property, Other                ","        ","  ","AMERICAN LEGION          ","  ","HWY ","                                        ","  ","MORTON                   ","  ","    "
"18-0000041","0","01/01/2018","03:01:57","700 ","False alarm or false call, Other                  ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","50      ","  ","DAY                      ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000047","0","01/01/2018","03:32:21","641 ","Vicinity alarm (incident in other location)       ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","        ","  ","COLUMBIA                 ","  ","RD  ","                                        ","  ","QUINCY                   ","  ","ST  "
"18-0000048","0","01/01/2018","03:33:41","553 ","Public service                                    ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","419 ","1 or 2 family dwelling                            ","428     ","  ","SARATOGA                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000049","0","01/01/2018","03:35:51","113 ","Cooking fire, confined to container               ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02111     ","400 ","Residential, Other                                ","2       ","  ","AVERY                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000051","0","01/01/2018","03:38:36","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","131 ","Church, mosque, synagogue, temple, chapel         ","1285    ","  ","HYDE PARK                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0000052","0","01/01/2018","03:53:43","111 ","Building fire                                     ","35000.0000","15000.0000","03   ","BO             ","Boston                                            ","02109     ","429 ","Multifamily dwelling                              ","343     ","  ","COMMERCIAL               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000057","0","01/01/2018","05:34:12","442 ","Overheated motor                                  ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","300 ","Health care, detention, & correction, Other       ","220     ","  ","LONGWOOD                 ","  ","AVE ",": #HAR361                               ","  ","                         ","  ","    "
"18-0000058","0","01/01/2018","05:37:18","522 ","Water or steam leak                               ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","9       ","  ","KINGBIRD                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0000060","0","01/01/2018","05:39:57","600 ","Good intent call, Other                           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","900 ","Outside or special property, Other                ","120     ","  ","CAUSEWAY                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000061","0","01/01/2018","05:41:27","552 ","Police matter                                     ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","35      ","  ","FIDELIS                  ","  ","WAY ","                                        ","  ","                         ","  ","    "
"18-0000063","0","01/01/2018","05:52:30","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","    ","","1       ","  ","CARMEN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000065","0","01/01/2018","06:07:38","736 ","CO detector activation due to malfunction         ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","419 ","1 or 2 family dwelling                            ","230     ","  ","EVERETT                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000066","0","01/01/2018","06:11:54","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02215     ","429 ","Multifamily dwelling                              ","1027    ","  ","COMMONWEALTH             ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0000068","0","01/01/2018","06:30:54","552 ","Police matter                                     ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","900 ","Outside or special property, Other                ","166     ","  ","LINCOLN                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000071","0","01/01/2018","06:45:45","412 ","Gas leak (natural gas or LPG)                     ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","429 ","Multifamily dwelling                              ","386     ","  ","HYDE PARK                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0000072","0","01/01/2018","06:46:18","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","981 ","Construction site                                 ","290     ","  ","NORTHERN                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0000073","0","01/01/2018","06:48:30","552 ","Police matter                                     ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","962 ","Residential street, road or residential driveway  ","        ","  ","FAIRMOUNT                ","  ","AVE ","                                        ","  ","RIVER                    ","  ","ST  "
"18-0000074","0","01/01/2018","06:56:06","522 ","Water or steam leak                               ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","459 ","Residential board and care                        ","15      ","  ","GORDON                   ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0000075","0","01/01/2018","06:56:13","553 ","Public service                                    ","0.0000","0.0000","08   ","HP             ","Hyde Park                                         ","02126     ","960 ","Street, Other                                     ","        ","  ","RIVER                    ","  ","ST  ","                                        ","  ","THORN                    ","  ","ST  "
"18-0000076","0","01/01/2018","06:57:54","553 ","Public service                                    ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","419 ","1 or 2 family dwelling                            ","69      ","  ","CENTRAL                  ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0000078","0","01/01/2018","07:05:11","511 ","Lock-out                                          ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","429 ","Multifamily dwelling                              ","290     ","W ","FIFTH                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000082","0","01/01/2018","07:21:58","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","571 ","Service station, gas station                      ","421     ","  ","ALBANY                   ","  ","ST  ",": #12-1645                              ","  ","                         ","  ","    "
"18-0000083","0","01/01/2018","07:28:12","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","5       ","  ","GROOM                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000084","0","01/01/2018","07:28:18","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","322 ","Alcohol or substance abuse recovery center        ","237-241 ","  ","WALNUT                   ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0000085","0","01/01/2018","07:34:40","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","174 ","Rapid transit station                             ","650     ","  ","ATLANTIC                 ","  ","AVE ",": @RR-SOUTH STATION                     ","  ","                         ","  ","    "
"18-0000087","0","01/01/2018","07:47:03","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","429 ","Multifamily dwelling                              ","237-241 ","  ","WALNUT                   ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0000088","0","01/01/2018","07:52:56","711 ","Municipal alarm system, malicious false alarm     ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","960 ","Street, Other                                     ","        ","  ","CLARKSON                 ","  ","ST  ",": #1884                                 ","  ","QUINCY                   ","  ","ST  "
"18-0000090","0","01/01/2018","08:13:45","522 ","Water or steam leak                               ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","400 ","Residential, Other                                ","1672    ","  ","BLUE HILL                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0000091","0","01/01/2018","08:26:58","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","    ","","277     ","  ","CENTRE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000093","0","01/01/2018","08:29:23","522 ","Water or steam leak                               ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","429 ","Multifamily dwelling                              ","129     ","  ","COLUMBIA                 ","  ","RD  ",": #INS389                               ","  ","                         ","  ","    "
"18-0000094","0","01/01/2018","08:31:43","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","419 ","1 or 2 family dwelling                            ","109     ","  ","ZEIGLER                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000095","0","01/01/2018","08:42:39","522 ","Water or steam leak                               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","981 ","Construction site                                 ","        ","E ","DEDHAM                   ","  ","ST  ","                                        ","  ","ALBANY                   ","  ","ST  "
"18-0000096","0","01/01/2018","09:04:21","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","429 ","Multifamily dwelling                              ","1467    ","  ","TREMONT                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000098","0","01/01/2018","09:18:42","113 ","Cooking fire, confined to container               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","429 ","Multifamily dwelling                              ","144-150 ","  ","SAINT BOTOLPH            ","  ","ST  ",": #CLM202                               ","  ","                         ","  ","    "
"18-0000099","0","01/01/2018","09:19:24","113 ","Cooking fire, confined to container               ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","429 ","Multifamily dwelling                              ","51      ","  ","BEACON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000100","0","01/01/2018","09:22:46","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","459 ","Residential board and care                        ","60      ","  ","JOY                      ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000101","0","01/01/2018","09:29:42","900T","BFD Drill                                         ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","960 ","Street, Other                                     ","272     ","  ","D                        ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000102","0","01/01/2018","09:29:52","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","04   ","RX             ","Roxbury                                           ","02118     ","400 ","Residential, Other                                ","622     ","  ","COLUMBUS                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0000103","0","01/01/2018","09:36:45","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","    ","","        ","  ","MELNEA CASS              ","  ","BLVD",": alias CASS BLVD/ALBANY ST RX BSTN     ","  ","ALBANY                   ","  ","ST  "
"18-0000104","0","01/01/2018","09:39:44","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","880 ","Vehicle storage, Other                            ","21      ","  ","ARLINGTON                ","  ","AVE ",": #12-4183                              ","  ","                         ","  ","    "
"18-0000105","0","01/01/2018","09:50:57","511 ","Lock-out                                          ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","522     ","  ","SUMNER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000106","0","01/01/2018","09:54:29","553 ","Public service                                    ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","900 ","Outside or special property, Other                ","        ","  ","TOPEKA                   ","  ","ST  ","                                        ","  ","SOUTHAMPTON              ","  ","ST  "
"18-0000107","0","01/01/2018","09:59:57","714 ","Central station, malicious false alarm            ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","400 ","Residential, Other                                ","117     ","  ","M                        ","  ","ST  ",": #WYN4400                              ","  ","                         ","  ","    "
"18-0000110","0","01/01/2018","10:11:05","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","557 ","Personal service, including barber & beauty shops ","1201-120","  ","HYDE PARK                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0000111","0","01/01/2018","10:14:19","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","109     ","  ","ZEIGLER                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000112","0","01/01/2018","10:17:17","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","419 ","1 or 2 family dwelling                            ","447     ","  ","MAIN                     ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000113","0","01/01/2018","10:20:48","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","38      ","  ","WESTWIND                 ","  ","RD  ",": #13-1913                              ","  ","                         ","  ","    "
"18-0000115","0","01/01/2018","10:25:31","424 ","Carbon monoxide incident                          ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","419 ","1 or 2 family dwelling                            ","149     ","  ","MAGNOLIA                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000116","0","01/01/2018","10:52:34","522 ","Water or steam leak                               ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","331 ","Hospital - medical or psychiatric                 ","330     ","  ","BROOKLINE                ","  ","AVE ",": #12-2353                              ","  ","                         ","  ","    "
"18-0000117","0","01/01/2018","10:55:22","522 ","Water or steam leak                               ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","400 ","Residential, Other                                ","2917    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000120","0","01/01/2018","11:10:58","553 ","Public service                                    ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","400 ","Residential, Other                                ","10      ","  ","DUNKELD                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000122","0","01/01/2018","11:46:03","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","90      ","  ","SAINT BOTOLPH            ","  ","ST  ",": #INS1119                              ","  ","                         ","  ","    "
"18-0000123","0","01/01/2018","11:48:06","522 ","Water or steam leak                               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","142 ","Clubhouse                                         ","199     ","  ","COMMONWEALTH             ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0000124","0","01/01/2018","12:07:14","111 ","Building fire                                     ","1000.0000","1000.0000","07   ","DO             ","Dorchester                                        ","02121     ","429 ","Multifamily dwelling                              ","14      ","  ","ROSSETER                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000125","0","01/01/2018","12:20:20","113 ","Cooking fire, confined to container               ","0.0000","0.0000","07   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","860     ","  ","HARRISON                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0000127","0","01/01/2018","12:21:22","522 ","Water or steam leak                               ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","429 ","Multifamily dwelling                              ","103     ","  ","NINTH                    ","  ","ST  ",": #12-4217                              ","  ","                         ","  ","    "
"18-0000128","0","01/01/2018","12:22:16","551 ","Assist police or other governmental agency        ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","419 ","1 or 2 family dwelling                            ","        ","  ","330SARATOGA              ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000130","0","01/01/2018","12:38:42","113 ","Cooking fire, confined to container               ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","400 ","Residential, Other                                ","154     ","W ","SECOND                   ","  ","ST  ",": #WYN3162                              ","  ","                         ","  ","    "
"18-0000131","0","01/01/2018","12:39:37","113 ","Cooking fire, confined to container               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","160 ","Eating, drinking places, other                    ","903     ","  ","BOYLSTON                 ","  ","ST  ",": #WYN3031                              ","  ","                         ","  ","    "
"18-0000132","0","01/01/2018","12:50:59","736 ","CO detector activation due to malfunction         ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","160     ","E ","BERKELEY                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000135","0","01/01/2018","12:59:38","900 ","Special type of incident, Other                   ","0.0000","0.0000","12   ","               ","","02136     ","519 ","Food and beverage sales, grocery store            ","1377    ","  ","HYDE PARK AVENUE         ","  ","    ","                                        ","  ","                         ","  ","    "
"18-0000137","0","01/01/2018","13:05:33","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","400 ","Residential, Other                                ","16      ","  ","HANCOCK                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000138","0","01/01/2018","13:07:25","553 ","Public service                                    ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","439 ","Boarding/rooming house, residential hotels        ","172     ","  ","FAIRMOUNT                ","  ","AVE ",": @LTC-FAIRMOUNT REST HOME INCORPORATED ","  ","                         ","  ","    "
"18-0000139","0","01/01/2018","13:07:25","522 ","Water or steam leak                               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","500 ","Mercantile, business, Other                       ","426     ","  ","MASSACHUSETTS            ","  ","AVE ",": #13-221                               ","  ","                         ","  ","    "
"18-0000140","0","01/01/2018","13:09:46","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","400 ","Residential, Other                                ","7       ","  ","CUMMINGS                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0000141","0","01/01/2018","13:10:21","113 ","Cooking fire, confined to container               ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","429 ","Multifamily dwelling                              ","865     ","  ","AMERICAN LEGION          ","  ","HWY ","                                        ","  ","                         ","  ","    "
"18-0000143","0","01/01/2018","13:14:36","522 ","Water or steam leak                               ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","131 ","Church, mosque, synagogue, temple, chapel         ","149     ","  ","ROXBURY                  ","  ","ST  ",": @CH-ST JOHN ST JAMES EPISCOPAL CHR - 1","  ","                         ","  ","    "
"18-0000144","0","01/01/2018","13:22:08","522 ","Water or steam leak                               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","11      ","  ","MARLBOROUGH              ","  ","ST  ",": #AFA7967                              ","  ","                         ","  ","    "
"18-0000145","0","01/01/2018","13:23:17","522 ","Water or steam leak                               ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","419 ","1 or 2 family dwelling                            ","16      ","  ","CONCORD                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000146","0","01/01/2018","13:30:33","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","12   ","BR             ","Allston-Brighton                                  ","02135     ","000 ","Property Use, Other                               ","17      ","  ","CUMMINGS                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0000147","0","01/01/2018","13:34:14","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","419 ","1 or 2 family dwelling                            ","11      ","  ","DANNY                    ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0000148","0","01/01/2018","13:43:59","118 ","Trash or rubbish fire, contained                  ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","439 ","Boarding/rooming house, residential hotels        ","1202    ","  ","COMMONWEALTH             ","  ","AVE ",": #INS953                               ","  ","                         ","  ","    "
"18-0000149","0","01/01/2018","13:44:02","551 ","Assist police or other governmental agency        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","900 ","Outside or special property, Other                ","59      ","  ","FENWAY                   ","  ","    ","                                        ","  ","                         ","  ","    "
"18-0000150","0","01/01/2018","13:44:22","424 ","Carbon monoxide incident                          ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","429 ","Multifamily dwelling                              ","16      ","  ","WAIT                     ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0000152","0","01/01/2018","14:03:01","553 ","Public service                                    ","0.0000","0.0000","03   ","               ","","02109     ","941 ","Open ocean, sea or tidal waters                   ","        ","  ","BOSTON HARBOR            ","  ","    ","                                        ","  ","                         ","  ","    "
"18-0000153","0","01/01/2018","14:05:50","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","    ","","350     ","S ","HUNTINGTON               ","  ","AVE ",": @ANGELL MEMORIAL VETERINARY HOSPITAL  ","  ","                         ","  ","    "
