"Incident Number","Exposure Number","Alarm Date","Alarm Time","Incident Type","Incident Description","Estimated Property Loss","Estimated Content Loss","District","City Section","Neighborhood","Zip","Property Use","Property Description","Street Number","Street Prefix","Street Name","Street Suffix","Street Type","Address 2","XStreet Prefix","XStreet Name","XStreet Suffix","XStreet Type"
"18-0021460","0","04/01/2018","06:42:03","621 ","Wrong location                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","429 ","Multifamily dwelling                              ","35      ","  ","HARRISON                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0021461","0","04/01/2018","06:47:46","700 ","False alarm or false call, Other                  ","0.0000","0.0000","08   ","HP             ","Hyde Park                                         ","02126     ","419 ","1 or 2 family dwelling                            ","36      ","  ","MARIPOSA                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021462","0","04/01/2018","06:51:57","553 ","Public service                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02118     ","400 ","Residential, Other                                ","35      ","  ","NORTHAMPTON              ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021466","0","04/01/2018","07:27:13","553 ","Public service                                    ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02126     ","900 ","Outside or special property, Other                ","1165    ","  ","BLUE HILL                ","  ","AVE ",": @BPD-DIST 3 -1165 BLUE HILL AV, DO    ","  ","                         ","  ","    "
"18-0021467","0","04/01/2018","07:31:05","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","    ","","112     ","  ","SOUTHAMPTON              ","  ","ST  ",": @SHELTER-SOUTHAMPTON ST, RX           ","  ","                         ","  ","    "
"18-0021470","0","04/01/2018","08:27:42","113 ","Cooking fire, confined to container               ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02124     ","459 ","Residential board and care                        ","12      ","  ","VINSON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021472","0","04/01/2018","08:46:54","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","131 ","Church, mosque, synagogue, temple, chapel         ","15      ","  ","NEWBURY                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021475","0","04/01/2018","09:07:47","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","    ","","70      ","  ","GENERAL WILLIAM H DEVINE ","  ","WY  ",": @CH-ST MONICA - 70 DEVINE WAY, SOUTH B","  ","                         ","  ","    "
"18-0021478","0","04/01/2018","09:46:36","113 ","Cooking fire, confined to container               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","131 ","Church, mosque, synagogue, temple, chapel         ","419     ","  ","SHAWMUT                  ","  ","AVE ",": @CH-ST STEPHENS EPISCOPAL CHR - 419 SH","  ","                         ","  ","    "
"18-0021479","0","04/01/2018","09:56:47","400 ","Hazardous condition, Other                        ","0.0000","0.0000","03   ","               ","","02129     ","922 ","Tunnel                                            ","        ","  ","CANA TUNNEL              ","  ","    ",": @TUN-CANA TUNNEL SB TO I93            ","  ","                         ","  ","    "
"18-0021480","0","04/01/2018","09:58:06","554 ","Assist invalid                                    ","0.0000","0.0000","12   ","JP             ","Jamaica Plain                                     ","02130     ","459 ","Residential board and care                        ","131     ","  ","MORTON                   ","  ","ST  ",": @LTC-FRANKLIN PARK VILLA 131 MORTON ST","  ","                         ","  ","    "
"18-0021484","0","04/01/2018","10:16:47","113 ","Cooking fire, confined to container               ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","419 ","1 or 2 family dwelling                            ","161     ","  ","PARK                     ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021486","0","04/01/2018","10:26:45","500 ","Service Call, other                               ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","419 ","1 or 2 family dwelling                            ","14      ","  ","FARADAY                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021488","0","04/01/2018","11:00:57","900T","BFD Drill                                         ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","941 ","Open ocean, sea or tidal waters                   ","50      ","  ","BATTERY                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021489","0","04/01/2018","11:08:59","131 ","Passenger vehicle fire                            ","1000.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","962 ","Residential street, road or residential driveway  ","450     ","  ","OLD COLONY               ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0021490","0","04/01/2018","11:30:07","900T","BFD Drill                                         ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","951 ","Railroad right-of-way                             ","27      ","  ","ISABELLA                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021491","0","04/01/2018","11:31:40","500 ","Service Call, other                               ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","400 ","Residential, Other                                ","14-16   ","  ","PARTRIDGE PL BSTN        ","  ","    ","                                        ","  ","                         ","  ","    "
"18-0021492","0","04/01/2018","11:37:46","113 ","Cooking fire, confined to container               ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","55-65   ","  ","CIRCUIT                  ","  ","ST  ",": #WYN4274                              ","  ","                         ","  ","    "
"18-0021493","0","04/01/2018","11:49:13","714 ","Central station, malicious false alarm            ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","429 ","Multifamily dwelling                              ","542     ","  ","DORCHESTER               ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0021496","0","04/01/2018","12:34:32","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","962 ","Residential street, road or residential driveway  ","44      ","  ","BURBANK                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021501","0","04/01/2018","12:53:08","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","174 ","Rapid transit station                             ","426     ","  ","WASHINGTON               ","  ","ST  ",": @MBTA STA-DT CR ORG                   ","  ","                         ","  ","    "
"18-0021502","0","04/01/2018","13:16:32","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","188     ","  ","NEWTON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021503","0","04/01/2018","13:21:05","151 ","Outside rubbish, trash or waste fire              ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","965 ","Vehicle parking area                              ","4       ","  ","ALLSTATE                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0021504","0","04/01/2018","13:42:08","553 ","Public service                                    ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","400 ","Residential, Other                                ","199     ","  ","H                        ","  ","ST  ",": @BHA-FOLEY APARTMENTS                 ","  ","                         ","  ","    "
"18-0021506","0","04/01/2018","13:45:36","113 ","Cooking fire, confined to container               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","578     ","  ","MASSACHUSETTS            ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0021511","0","04/01/2018","14:16:21","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","449 ","Hotel/motel, commercial                           ","10      ","  ","HUNTINGTON               ","  ","AVE ",": #15-1561                              ","  ","                         ","  ","    "
"18-0021512","0","04/01/2018","14:17:35","140 ","Natural vegetation fire, Other                    ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02122     ","965 ","Vehicle parking area                              ","1513    ","  ","DORCHESTER               ","  ","AVE ",": @MCDONALDS - 1513 DORCHESTER AVE, DORC","  ","                         ","  ","    "
"18-0021519","0","04/01/2018","14:46:36","154 ","Dumpster or other outside trash receptacle fire   ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","960 ","Street, Other                                     ","10      ","  ","NEW                      ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021520","0","04/01/2018","14:48:57","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","1641    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021523","0","04/01/2018","15:22:26","736 ","CO detector activation due to malfunction         ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","    ","","2       ","  ","PHILLIPS                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021525","0","04/01/2018","15:23:49","154 ","Dumpster or other outside trash receptacle fire   ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","900 ","Outside or special property, Other                ","17      ","  ","NEW                      ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021528","0","04/01/2018","15:49:04","553 ","Public service                                    ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","900 ","Outside or special property, Other                ","120     ","  ","BABSON                   ","  ","ST  ",": @SCH-POPE JOHN PAUL II ACADEMY (MATTAP","  ","                         ","  ","    "
"18-0021530","0","04/01/2018","16:05:56","552 ","Police matter                                     ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","960 ","Street, Other                                     ","        ","  ","COLUMBIA                 ","  ","RD  ",": alias COLUMBIA RD/DAY BLVD SB BSTN    ","  ","WILLIAM J DAY            ","  ","BLVD"
"18-0021533","0","04/01/2018","16:10:36","641 ","Vicinity alarm (incident in other location)       ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02127     ","962 ","Residential street, road or residential driveway  ","25      ","  ","WILLIAM J DAY            ","  ","BLVD",": @CIR-KOSCIUSZKO CIRCLE                ","  ","                         ","  ","    "
"18-0021536","0","04/01/2018","16:28:36","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","429 ","Multifamily dwelling                              ","118     ","  ","ELM HILL                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0021537","0","04/01/2018","16:31:24","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","429 ","Multifamily dwelling                              ","835     ","  ","HUNTINGTON               ","  ","AVE ",": #PAT0685                              ","  ","                         ","  ","    "
"18-0021538","0","04/01/2018","16:41:12","113 ","Cooking fire, confined to container               ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","50      ","  ","ISLAND VIEW              ","  ","PL  ",": #12-1917                              ","  ","                         ","  ","    "
"18-0021539","0","04/01/2018","16:49:32","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","429 ","Multifamily dwelling                              ","150     ","  ","HUNTINGTON               ","  ","AVE ",": #AFA2838                              ","  ","                         ","  ","    "
"18-0021541","0","04/01/2018","16:54:38","142 ","Brush or brush-and-grass mixture fire             ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","900 ","Outside or special property, Other                ","64      ","  ","BUTLER                   ","  ","ST  ",": @MBTA STA-BUTLER                      ","  ","                         ","  ","    "
"18-0021544","0","04/01/2018","17:05:13","111 ","Building fire                                     ","15000.0000","5000.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","9       ","  ","SAINT MARKS              ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0021545","0","04/01/2018","17:07:01","714 ","Central station, malicious false alarm            ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","419 ","1 or 2 family dwelling                            ","55      ","  ","COLORADO                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021546","0","04/01/2018","17:20:12","736 ","CO detector activation due to malfunction         ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","419 ","1 or 2 family dwelling                            ","137     ","  ","RUTHVEN                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021549","0","04/01/2018","17:35:41","714 ","Central station, malicious false alarm            ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","599 ","Business office                                   ","100     ","  ","FEDERAL                  ","  ","ST  ",": #12-1423                              ","  ","                         ","  ","    "
"18-0021550","0","04/01/2018","17:39:40","711 ","Municipal alarm system, malicious false alarm     ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","963 ","Street or road in commercial area                 ","        ","  ","LISZT                    ","  ","ST  ","                                        ","  ","WASHINGTON               ","  ","ST  "
"18-0021551","0","04/01/2018","17:47:04","400 ","Hazardous condition, Other                        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","981 ","Construction site                                 ","33      ","  ","KILMARNOCK               ","  ","ST  ",": @STAR MARKET - 33 KILMARNOCK ST, BOSTO","  ","                         ","  ","    "
"18-0021552","0","04/01/2018","17:49:29","553 ","Public service                                    ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","962 ","Residential street, road or residential driveway  ","249     ","  ","HEATH                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021553","0","04/01/2018","17:54:33","113 ","Cooking fire, confined to container               ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","429 ","Multifamily dwelling                              ","12      ","  ","GARDNER                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021555","0","04/01/2018","18:21:00","400 ","Hazardous condition, Other                        ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","962 ","Residential street, road or residential driveway  ","249     ","  ","HEATH                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021559","0","04/01/2018","18:35:55","150 ","Outside rubbish fire, Other                       ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","460 ","Dormitory-type residence, other                   ","8       ","  ","FARNHAM                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021560","0","04/01/2018","18:38:25","641 ","Vicinity alarm (incident in other location)       ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","519 ","Food and beverage sales, grocery store            ","210     ","  ","CAMBRIDGE                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021561","0","04/01/2018","18:42:57","714 ","Central station, malicious false alarm            ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","161 ","Restaurant or cafeteria                           ","55      ","  ","UNION                    ","  ","ST  ",": #WYN1971                              ","  ","                         ","  ","    "
"18-0021562","0","04/01/2018","18:47:51","511 ","Lock-out                                          ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","429 ","Multifamily dwelling                              ","18      ","  ","IRVING                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021563","0","04/01/2018","18:51:04","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02199     ","599 ","Business office                                   ","800     ","  ","BOYLSTON                 ","  ","ST  ",": #14-1573                              ","  ","                         ","  ","    "
"18-0021565","0","04/01/2018","19:07:30","552 ","Police matter                                     ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","429 ","Multifamily dwelling                              ","18      ","  ","IRVING                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021566","0","04/01/2018","19:07:46","412 ","Gas leak (natural gas or LPG)                     ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","439 ","Boarding/rooming house, residential hotels        ","6       ","  ","HAMILTON                 ","  ","PL  ","                                        ","  ","                         ","  ","    "
"18-0021567","0","04/01/2018","19:08:26","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","    ","","16      ","  ","GENERAL LAWRENCE J LOGAN ","  ","WAY ","                                        ","  ","                         ","  ","    "
"18-0021571","0","04/01/2018","19:43:54","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","192     ","  ","AMORY                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021572","0","04/01/2018","19:50:14","113 ","Cooking fire, confined to container               ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02467     ","429 ","Multifamily dwelling                              ","18      ","  ","BRYON                    ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0021575","0","04/01/2018","19:56:27","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","141 ","Athletic/health club                              ","1636    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021578","0","04/01/2018","20:08:19","113 ","Cooking fire, confined to container               ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","962 ","Residential street, road or residential driveway  ","192     ","  ","AMORY                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021579","0","04/01/2018","20:09:44","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","    ","","100     ","  ","SYDNEY                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021582","0","04/01/2018","20:50:01","653 ","Smoke from barbecue, tar kettle                   ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","900 ","Outside or special property, Other                ","14      ","  ","MARLIN                   ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0021585","0","04/01/2018","21:03:33","641 ","Vicinity alarm (incident in other location)       ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","900 ","Outside or special property, Other                ","19      ","  ","NANTASKET                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0021587","0","04/01/2018","21:07:01","113 ","Cooking fire, confined to container               ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02163     ","429 ","Multifamily dwelling                              ","1       ","  ","WESTERN                  ","  ","AVE ",": #HAR350                               ","  ","                         ","  ","    "
"18-0021588","0","04/01/2018","21:15:55","553 ","Public service                                    ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","429 ","Multifamily dwelling                              ","42      ","  ","EIGHTH                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021590","0","04/01/2018","21:23:30","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02122     ","419 ","1 or 2 family dwelling                            ","15      ","  ","FAULKNER                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021592","0","04/01/2018","21:44:17","553 ","Public service                                    ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","888 ","Fire station                                      ","115     ","  ","SOUTHAMPTON              ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021593","0","04/01/2018","21:39:37","552 ","Police matter                                     ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","960 ","Street, Other                                     ","441     ","  ","HYDE PARK                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0021594","0","04/01/2018","21:40:08","621 ","Wrong location                                    ","0.0000","0.0000","08   ","RS             ","Roslindale                                        ","02131     ","900 ","Outside or special property, Other                ","441     ","  ","HYDE PARK                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0021595","0","04/01/2018","21:45:58","553 ","Public service                                    ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","900 ","Outside or special property, Other                ","        ","  ","CREIGHTON                ","  ","ST  ","                                        ","  ","SUNNYSIDE                ","  ","ST  "
"18-0021596","0","04/01/2018","21:48:51","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","160 ","Eating, drinking places, other                    ","83      ","  ","MAIN                     ","  ","ST  ",": #WYN3140                              ","  ","                         ","  ","    "
"18-0021597","0","04/01/2018","21:58:14","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","429 ","Multifamily dwelling                              ","120     ","  ","HUMBOLDT                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0021600","0","04/01/2018","22:11:37","552 ","Police matter                                     ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","24      ","  ","ALPINE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021601","0","04/01/2018","22:13:45","713 ","Telephone, malicious false alarm                  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","400 ","Residential, Other                                ","162     ","  ","BOYLSTON                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021602","0","04/01/2018","22:19:39","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","429 ","Multifamily dwelling                              ","120     ","  ","HUMBOLDT                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0021604","0","04/01/2018","22:21:06","510 ","Person in distress, Other                         ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","429 ","Multifamily dwelling                              ","110     ","  ","PETERBOROUGH             ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021605","0","04/01/2018","22:21:37","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","429 ","Multifamily dwelling                              ","33      ","  ","COVINGTON                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021607","0","04/01/2018","22:34:02","411 ","Gasoline or other flammable liquid spill          ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","960 ","Street, Other                                     ","115     ","  ","SOUTHAMPTON              ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021610","0","04/01/2018","22:49:29","131 ","Passenger vehicle fire                            ","1000.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","960 ","Street, Other                                     ","63      ","  ","PROVIDENCE               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021611","0","04/01/2018","22:50:53","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","    ","","426     ","  ","WASHINGTON               ","  ","ST  ",": @MBTA STA-DT CR RED                   ","  ","                         ","  ","    "
"18-0021613","0","04/01/2018","22:58:34","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","331 ","Hospital - medical or psychiatric                 ","780     ","  ","ALBANY                   ","  ","ST  ",": @BARBARA MC INNIS HOUSE - 780 ALBANY S","  ","                         ","  ","    "
"18-0021614","0","04/01/2018","23:26:12","511 ","Lock-out                                          ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","429 ","Multifamily dwelling                              ","105     ","  ","BUNKER HILL              ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021615","0","04/02/2018","00:11:45","554 ","Assist invalid                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","44      ","  ","JOHN ELIOT               ","  ","SQ  ","                                        ","  ","                         ","  ","    "
"18-0021618","0","04/02/2018","01:04:25","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","322 ","Alcohol or substance abuse recovery center        ","35      ","  ","CREIGHTON                ","  ","ST  ",": #CLM532                               ","  ","                         ","  ","    "
"18-0021619","0","04/02/2018","01:04:47","740 ","Unintentional transmission of alarm, Other        ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","429 ","Multifamily dwelling                              ","68      ","  ","BALDWIN                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021623","0","04/02/2018","01:59:19","714 ","Central station, malicious false alarm            ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","429 ","Multifamily dwelling                              ","9-15    ","  ","DR. MARY MOORE BEATTY    ","  ","CIR ","                                        ","  ","                         ","  ","    "
"18-0021625","0","04/02/2018","02:29:38","553 ","Public service                                    ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","900 ","Outside or special property, Other                ","1450    ","  ","BLUE HILL                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0021630","0","04/02/2018","02:54:36","113 ","Cooking fire, confined to container               ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","429 ","Multifamily dwelling                              ","442     ","  ","RIVER                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0021631","0","04/02/2018","03:54:57","116 ","Fuel burner/boiler malfunction, fire confined     ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","10      ","  ","POND                     ","  ","ST  ","                                        ","  ","                         ","  ","    "
